Start,End,Status,Comments
2020-10-24T18:42:51.101363Z,2020-10-24T18:42:51.101363Z,meal,dinner
2020-10-25T00:43:23.500682Z,2020-10-25T00:43:23.500682Z,sleep aid,
2020-10-25T01:01:02.295938Z,2020-10-25T01:01:02.295938Z,lights off,
2020-10-25T01:16:35.904531Z,2020-10-25T01:16:35.904531Z,in bed,
2020-10-25T01:43:52.394143Z,2020-10-25T10:04:33.491591Z,asleep,
2020-10-25T10:21:07.814383Z,2020-10-25T10:21:07.814383Z,out of bed,
2020-10-25T10:55:20.781699Z,2020-10-25T10:55:20.781699Z,meal,breakfast
2020-10-25T10:55:20.781699Z,2020-10-25T10:55:20.781699Z,drink,with breakfast
2020-10-25T13:38:13.030885Z,2020-10-25T13:38:13.030885Z,meal,lunch
2020-10-25T16:27:03.086399Z,2020-10-25T16:27:03.086399Z,snack,
2020-10-25T17:39:59.686641Z,2020-10-25T17:39:59.686641Z,caffeine,
2020-10-25T17:52:18.183464Z,2020-10-25T17:52:18.183464Z,meal,dinner
2020-10-25T18:44:32.037141Z,2020-10-25T18:44:32.037141Z,chocolate,
2020-10-25T23:35:50.742467Z,2020-10-25T23:35:50.742467Z,lights off,
2020-10-26T00:09:41.487364Z,2020-10-26T00:09:41.487364Z,in bed,
2020-10-26T00:45:45.988164Z,2020-10-26T07:03:00Z,asleep,
2020-10-26T03:36:53.993231Z,2020-10-26T03:36:53.993231Z,night noise,
2020-10-26T07:00:00Z,2020-10-26T07:00:00Z,alarm,
2020-10-26T07:50:39.901559Z,2020-10-26T07:50:39.901559Z,out of bed,
2020-10-26T08:37:15.698522Z,2020-10-26T08:37:15.698522Z,meal,breakfast
2020-10-26T08:37:15.698522Z,2020-10-26T08:37:15.698522Z,drink,with breakfast
2020-10-26T11:41:05.770083Z,2020-10-26T11:41:05.770083Z,meal,lunch
2020-10-26T13:58:52.234087Z,2020-10-26T13:58:52.234087Z,snack,
2020-10-26T15:38:31.039254Z,2020-10-26T15:38:31.039254Z,toilet,
2020-10-26T16:00:50.179993Z,2020-10-26T16:00:50.179993Z,chocolate,
2020-10-27T00:25:37.157212Z,2020-10-27T00:25:37.157212Z,sleep aid,
2020-10-27T01:26:27.375842Z,2020-10-27T01:26:27.375842Z,in bed,
2020-10-27T01:36:49.327833Z,2020-10-27T07:03:00Z,asleep,
2020-10-27T01:36:49.327833Z,2020-10-27T01:36:49.327833Z,lights off,
2020-10-27T07:00:00Z,2020-10-27T07:00:00Z,alarm,
2020-10-27T07:34:18.906333Z,2020-10-27T07:34:18.906333Z,out of bed,
2020-10-27T08:05:44.631822Z,2020-10-27T08:05:44.631822Z,meal,breakfast
2020-10-27T08:05:44.631822Z,2020-10-27T08:05:44.631822Z,drink,with breakfast
2020-10-27T10:07:38.579162Z,2020-10-27T10:07:38.579162Z,caffeine,
2020-10-27T10:40:52.325836Z,2020-10-27T10:40:52.325836Z,meal,lunch
2020-10-27T10:41:24.504746Z,2020-10-27T10:41:24.504746Z,snack,
2020-10-27T23:21:24.326327Z,2020-10-27T23:21:24.326327Z,sleep aid,
2020-10-28T00:21:31.160139Z,2020-10-28T07:03:00Z,asleep,
2020-10-28T00:21:31.160139Z,2020-10-28T00:21:31.160139Z,in bed,
2020-10-28T00:21:31.160139Z,2020-10-28T00:21:31.160139Z,lights off,
2020-10-28T07:00:00Z,2020-10-28T07:00:00Z,alarm,
2020-10-28T07:42:12.438876Z,2020-10-28T07:42:12.438876Z,out of bed,
2020-10-28T07:59:57.598582Z,2020-10-28T07:59:57.598582Z,drink,with breakfast
2020-10-28T10:14:13.296476Z,2020-10-28T10:14:13.296476Z,snack,
2020-10-28T10:50:56.143579Z,2020-10-28T10:50:56.143579Z,meal,lunch
2020-10-28T11:50:54.082898Z,2020-10-28T11:50:54.082898Z,caffeine,
2020-10-28T15:22:09.513862Z,2020-10-28T15:22:09.513862Z,chocolate,
2020-10-28T16:38:38.634639Z,2020-10-28T16:38:38.634639Z,toilet,
2020-10-28T17:54:40.826161Z,2020-10-28T17:54:40.826161Z,meal,dinner
2020-10-28T21:58:38.149146Z,2020-10-28T21:58:38.149146Z,lights off,
2020-10-28T22:09:38.335526Z,2020-10-28T22:09:38.335526Z,in bed,
2020-10-28T23:00:29.014254Z,2020-10-29T07:03:00Z,asleep,
2020-10-29T04:14:49.828821Z,2020-10-29T04:14:49.828821Z,night noise,
2020-10-29T07:00:00Z,2020-10-29T07:00:00Z,alarm,
2020-10-29T07:16:14.870811Z,2020-10-29T07:16:14.870811Z,out of bed,
2020-10-29T07:21:14.870811Z,2020-10-29T07:21:14.870811Z,meal,breakfast
2020-10-29T07:21:14.870811Z,2020-10-29T07:21:14.870811Z,drink,with breakfast
2020-10-29T10:36:36.898074Z,2020-10-29T10:36:36.898074Z,meal,lunch
2020-10-29T11:21:09.849432Z,2020-10-29T11:21:09.849432Z,caffeine,
2020-10-29T16:09:26.972173Z,2020-10-29T16:09:26.972173Z,toilet,
2020-10-29T16:32:37.596068Z,2020-10-29T16:32:37.596068Z,meal,dinner
2020-10-29T17:25:56.492146Z,2020-10-29T17:25:56.492146Z,snack,
2020-10-29T20:00:08.387347Z,2020-10-29T20:00:08.387347Z,alcohol,
2020-10-30T00:21:17.657324Z,2020-10-30T00:21:17.657324Z,in bed,
2020-10-30T00:22:46.012289Z,2020-10-30T00:22:46.012289Z,lights off,
2020-10-30T00:52:47.107232Z,2020-10-30T07:03:00Z,asleep,
2020-10-30T03:38:58.984193Z,2020-10-30T03:38:58.984193Z,night noise,
2020-10-30T07:00:00Z,2020-10-30T07:00:00Z,alarm,
2020-10-30T07:30:44.679164Z,2020-10-30T07:30:44.679164Z,out of bed,
2020-10-30T07:50:04.240784Z,2020-10-30T07:50:04.240784Z,drink,with breakfast
2020-10-30T09:10:27.773508Z,2020-10-30T09:10:27.773508Z,snack,
2020-10-30T11:42:19.858890Z,2020-10-30T11:42:19.858890Z,toilet,
2020-10-30T11:51:28.258561Z,2020-10-30T11:51:28.258561Z,meal,lunch
2020-10-30T15:23:39.173122Z,2020-10-30T15:23:39.173122Z,caffeine,
2020-10-30T16:37:20.645627Z,2020-10-30T16:37:20.645627Z,meal,dinner
2020-10-30T19:55:23.805944Z,2020-10-30T19:55:23.805944Z,alcohol,
2020-10-30T22:57:17.115302Z,2020-10-30T22:57:17.115302Z,in bed,
2020-10-30T23:04:14.102408Z,2020-10-30T23:04:14.102408Z,lights off,
2020-10-30T23:21:14.926466Z,2020-10-31T07:31:00.208136Z,asleep,
2020-10-31T08:10:33.548002Z,2020-10-31T08:10:33.548002Z,out of bed,
2020-10-31T09:16:04.777043Z,2020-10-31T09:16:04.777043Z,chocolate,
2020-10-31T09:22:27.128033Z,2020-10-31T09:22:27.128033Z,meal,breakfast
2020-10-31T12:04:19.033959Z,2020-10-31T12:04:19.033959Z,toilet,
2020-10-31T13:57:32.081267Z,2020-10-31T13:57:32.081267Z,toilet,
2020-11-01T01:23:31.278068Z,2020-11-01T01:23:31.278068Z,in bed,
2020-11-01T01:27:16.775168Z,2020-11-01T01:27:16.775168Z,lights off,
2020-11-01T01:41:38.904399Z,2020-11-01T09:21:23.981359Z,asleep,
2020-11-01T09:58:06.418158Z,2020-11-01T09:58:06.418158Z,out of bed,
2020-11-01T10:28:58.249213Z,2020-11-01T10:28:58.249213Z,meal,breakfast
2020-11-01T10:28:58.249213Z,2020-11-01T10:28:58.249213Z,drink,with breakfast
2020-11-01T13:10:49.095047Z,2020-11-01T13:10:49.095047Z,meal,lunch
2020-11-01T15:19:10.583759Z,2020-11-01T15:19:10.583759Z,caffeine,
2020-11-01T17:37:13.869338Z,2020-11-01T17:37:13.869338Z,meal,dinner
2020-11-01T21:55:07.282280Z,2020-11-01T21:55:07.282280Z,chocolate,
2020-11-02T01:13:24.089220Z,2020-11-02T01:13:24.089220Z,in bed,
2020-11-02T01:23:56.188914Z,2020-11-02T01:23:56.188914Z,lights off,
2020-11-02T01:41:47.140220Z,2020-11-02T07:03:00Z,asleep,
2020-11-02T07:00:00Z,2020-11-02T07:00:00Z,alarm,
2020-11-02T07:25:19.932752Z,2020-11-02T07:25:19.932752Z,night noise,
2020-11-02T07:25:19.932752Z,2020-11-02T07:25:19.932752Z,out of bed,
2020-11-02T07:56:49.536249Z,2020-11-02T07:56:49.536249Z,drink,with breakfast
2020-11-02T10:31:10.941145Z,2020-11-02T10:31:10.941145Z,chocolate,
2020-11-02T14:00:08.584416Z,2020-11-02T14:00:08.584416Z,toilet,
2020-11-02T14:33:49.605839Z,2020-11-02T14:33:49.605839Z,toilet,
2020-11-02T16:42:33.051929Z,2020-11-02T16:42:33.051929Z,meal,dinner
2020-11-02T17:11:10.757386Z,2020-11-02T17:11:10.757386Z,snack,
2020-11-02T22:53:41.958130Z,2020-11-02T22:53:41.958130Z,toilet,
2020-11-03T00:54:04.294776Z,2020-11-03T00:54:04.294776Z,lights off,
2020-11-03T01:38:00.494726Z,2020-11-03T01:38:00.494726Z,in bed,
2020-11-03T01:59:09.957364Z,2020-11-03T07:03:00Z,asleep,
2020-11-03T07:00:00Z,2020-11-03T07:00:00Z,alarm,
2020-11-03T07:37:26.916032Z,2020-11-03T07:37:26.916032Z,out of bed,
2020-11-03T08:29:17.251297Z,2020-11-03T08:29:17.251297Z,meal,breakfast
2020-11-03T08:29:17.251297Z,2020-11-03T08:29:17.251297Z,drink,with breakfast
2020-11-03T10:18:40.167200Z,2020-11-03T10:18:40.167200Z,caffeine,
2020-11-03T11:37:49.370464Z,2020-11-03T11:37:49.370464Z,meal,lunch
2020-11-03T14:45:47.880492Z,2020-11-03T14:45:47.880492Z,toilet,
2020-11-03T16:42:39.385743Z,2020-11-03T16:42:39.385743Z,meal,dinner
2020-11-03T17:45:43.947002Z,2020-11-03T17:45:43.947002Z,toilet,
2020-11-03T20:17:08.315297Z,2020-11-03T20:17:08.315297Z,alcohol,
2020-11-03T23:20:51.942924Z,2020-11-03T23:20:51.942924Z,sleep aid,
2020-11-04T00:15:25.363027Z,2020-11-04T00:15:25.363027Z,in bed,
2020-11-04T00:24:23.168266Z,2020-11-04T00:24:23.168266Z,lights off,
2020-11-04T00:45:25.117803Z,2020-11-04T07:03:00Z,asleep,
2020-11-04T07:00:00Z,2020-11-04T07:00:00Z,alarm,
2020-11-04T07:29:17.979746Z,2020-11-04T07:29:17.979746Z,out of bed,
2020-11-04T07:59:06.307591Z,2020-11-04T07:59:06.307591Z,meal,breakfast
2020-11-04T07:59:06.307591Z,2020-11-04T07:59:06.307591Z,drink,with breakfast
2020-11-04T11:36:14.834357Z,2020-11-04T11:36:14.834357Z,meal,lunch
2020-11-04T12:33:41.606257Z,2020-11-04T12:33:41.606257Z,caffeine,
2020-11-04T12:42:55.289083Z,2020-11-04T12:42:55.289083Z,chocolate,
2020-11-04T13:50:15.144767Z,2020-11-04T13:50:15.144767Z,snack,
2020-11-05T00:13:12.589506Z,2020-11-05T00:13:12.589506Z,in bed,
2020-11-05T00:29:54.881891Z,2020-11-05T00:29:54.881891Z,lights off,
2020-11-05T00:42:32.717249Z,2020-11-05T07:03:00Z,asleep,
2020-11-05T07:00:00Z,2020-11-05T07:00:00Z,alarm,
2020-11-05T07:19:41.782732Z,2020-11-05T07:19:41.782732Z,out of bed,
2020-11-05T07:56:42.246827Z,2020-11-05T07:56:42.246827Z,drink,with breakfast
2020-11-05T13:37:41.784868Z,2020-11-05T13:37:41.784868Z,caffeine,
2020-11-05T15:25:48.878898Z,2020-11-05T15:25:48.878898Z,meal,dinner
2020-11-05T16:59:08.100990Z,2020-11-05T16:59:08.100990Z,chocolate,
2020-11-05T23:12:57.915098Z,2020-11-05T23:12:57.915098Z,lights off,
2020-11-05T23:39:26.388875Z,2020-11-05T23:39:26.388875Z,in bed,
2020-11-06T00:36:37.189951Z,2020-11-06T07:03:00Z,asleep,
2020-11-06T07:00:00Z,2020-11-06T07:00:00Z,alarm,
2020-11-06T07:23:46.773541Z,2020-11-06T07:23:46.773541Z,out of bed,
2020-11-06T07:28:46.773541Z,2020-11-06T07:28:46.773541Z,caffeine,
2020-11-06T07:53:17.579291Z,2020-11-06T07:53:17.579291Z,meal,breakfast
2020-11-06T07:53:17.579291Z,2020-11-06T07:53:17.579291Z,drink,with breakfast
2020-11-06T16:48:06.289374Z,2020-11-06T16:48:06.289374Z,toilet,
2020-11-06T17:26:53.365400Z,2020-11-06T17:26:53.365400Z,toilet,
2020-11-06T18:17:21.869501Z,2020-11-06T18:17:21.869501Z,meal,dinner
2020-11-07T01:09:00.513955Z,2020-11-07T01:09:00.513955Z,lights off,
2020-11-07T01:16:44.108230Z,2020-11-07T01:16:44.108230Z,in bed,
2020-11-07T02:29:09.909184Z,2020-11-07T10:55:42.787015Z,asleep,
2020-11-07T11:40:21.455642Z,2020-11-07T11:40:21.455642Z,out of bed,
2020-11-07T11:45:21.455642Z,2020-11-07T11:45:21.455642Z,meal,breakfast
2020-11-07T11:45:21.455642Z,2020-11-07T11:45:21.455642Z,drink,with breakfast
2020-11-07T15:28:05.628584Z,2020-11-07T15:28:05.628584Z,meal,lunch
2020-11-07T15:39:25.040770Z,2020-11-07T15:39:25.040770Z,chocolate,
2020-11-07T18:34:38.388485Z,2020-11-07T18:34:38.388485Z,caffeine,
2020-11-07T19:28:05.015602Z,2020-11-07T19:28:05.015602Z,toilet,
2020-11-07T22:09:08.276412Z,2020-11-07T22:09:08.276412Z,meal,dinner
2020-11-07T23:05:51.337464Z,2020-11-07T23:05:51.337464Z,snack,
2020-11-08T00:06:58.746426Z,2020-11-08T00:06:58.746426Z,sleep aid,
2020-11-08T00:47:05.046457Z,2020-11-08T00:47:05.046457Z,lights off,
2020-11-08T01:01:46.720589Z,2020-11-08T08:55:33.278152Z,asleep,
2020-11-08T01:01:46.720589Z,2020-11-08T01:01:46.720589Z,in bed,
2020-11-08T06:22:14.938205Z,2020-11-08T06:22:14.938205Z,night noise,
2020-11-08T09:43:29.977735Z,2020-11-08T09:43:29.977735Z,out of bed,
2020-11-08T09:43:29.977735Z,2020-11-08T09:43:29.977735Z,toilet,
2020-11-08T10:53:53.916656Z,2020-11-08T10:53:53.916656Z,drink,with breakfast
2020-11-08T11:20:00.374237Z,2020-11-08T11:20:00.374237Z,chocolate,
2020-11-08T13:10:04.110857Z,2020-11-08T13:10:04.110857Z,meal,lunch
2020-11-08T15:00:34.535548Z,2020-11-08T15:00:34.535548Z,snack,
2020-11-08T16:55:39.210880Z,2020-11-08T16:55:39.210880Z,caffeine,
2020-11-08T17:35:45.199987Z,2020-11-08T17:35:45.199987Z,meal,dinner
2020-11-08T21:08:14.160929Z,2020-11-08T21:08:14.160929Z,sleep aid,
2020-11-08T22:39:01.176048Z,2020-11-09T07:03:00Z,asleep,
2020-11-08T22:39:01.176048Z,2020-11-08T22:39:01.176048Z,in bed,
2020-11-08T22:39:01.176048Z,2020-11-08T22:39:01.176048Z,lights off,
2020-11-09T01:36:44.265057Z,2020-11-09T01:36:44.265057Z,night noise,
2020-11-09T07:00:00Z,2020-11-09T07:00:00Z,alarm,
2020-11-09T07:27:15.154122Z,2020-11-09T07:27:15.154122Z,out of bed,
2020-11-09T07:32:15.154122Z,2020-11-09T07:32:15.154122Z,chocolate,
2020-11-09T07:56:56.871179Z,2020-11-09T07:56:56.871179Z,meal,breakfast
2020-11-09T07:56:56.871179Z,2020-11-09T07:56:56.871179Z,drink,with breakfast
2020-11-09T12:15:54.756639Z,2020-11-09T12:15:54.756639Z,snack,
2020-11-09T13:46:33.418289Z,2020-11-09T13:46:33.418289Z,caffeine,
2020-11-09T15:45:54.649765Z,2020-11-09T15:45:54.649765Z,meal,dinner
2020-11-09T17:01:05.828483Z,2020-11-09T17:01:05.828483Z,toilet,
2020-11-09T22:36:32.301582Z,2020-11-09T22:36:32.301582Z,sleep aid,
2020-11-09T23:49:34.487627Z,2020-11-09T23:49:34.487627Z,in bed,
2020-11-09T23:51:02.925338Z,2020-11-09T23:51:02.925338Z,lights off,
2020-11-10T01:02:19.226830Z,2020-11-10T07:03:00Z,asleep,
2020-11-10T07:00:00Z,2020-11-10T07:00:00Z,alarm,
2020-11-10T07:17:59.706975Z,2020-11-10T07:17:59.706975Z,out of bed,
2020-11-10T07:23:57.337241Z,2020-11-10T07:23:57.337241Z,toilet,
2020-11-10T07:47:16.547374Z,2020-11-10T07:47:16.547374Z,meal,breakfast
2020-11-10T07:47:16.547374Z,2020-11-10T07:47:16.547374Z,drink,with breakfast
2020-11-10T10:23:05.024865Z,2020-11-10T10:23:05.024865Z,meal,lunch
2020-11-10T11:29:22.951170Z,2020-11-10T11:29:22.951170Z,chocolate,
2020-11-10T15:55:08.666987Z,2020-11-10T15:55:08.666987Z,meal,dinner
2020-11-10T16:35:10.819571Z,2020-11-10T16:35:10.819571Z,toilet,
2020-11-11T00:58:26.811948Z,2020-11-11T00:58:26.811948Z,sleep aid,
2020-11-11T01:30:13.740942Z,2020-11-11T01:30:13.740942Z,lights off,
2020-11-11T01:39:13.648176Z,2020-11-11T01:39:13.648176Z,in bed,
2020-11-11T02:26:39.788502Z,2020-11-11T07:03:00Z,asleep,
2020-11-11T07:00:00Z,2020-11-11T07:00:00Z,alarm,
2020-11-11T07:08:19.180341Z,2020-11-11T07:08:19.180341Z,out of bed,
2020-11-11T07:13:19.180341Z,2020-11-11T07:13:19.180341Z,caffeine,
2020-11-11T07:48:28.916901Z,2020-11-11T07:48:28.916901Z,meal,breakfast
2020-11-11T07:48:28.916901Z,2020-11-11T07:48:28.916901Z,drink,with breakfast
2020-11-11T08:28:52.352620Z,2020-11-11T08:28:52.352620Z,snack,
2020-11-11T10:13:51.753272Z,2020-11-11T10:13:51.753272Z,meal,lunch
2020-11-11T13:47:54.125553Z,2020-11-11T13:47:54.125553Z,meal,dinner
2020-11-11T17:03:17.099344Z,2020-11-11T17:03:17.099344Z,chocolate,
2020-11-11T19:23:26.357805Z,2020-11-11T19:23:26.357805Z,toilet,
2020-11-11T21:54:21.394954Z,2020-11-11T21:54:21.394954Z,sleep aid,
2020-11-11T22:42:03.625814Z,2020-11-12T07:03:00Z,asleep,
2020-11-11T22:42:03.625814Z,2020-11-11T22:42:03.625814Z,in bed,
2020-11-11T22:42:03.625814Z,2020-11-11T22:42:03.625814Z,lights off,
2020-11-12T03:45:52.660232Z,2020-11-12T03:45:52.660232Z,night noise,
2020-11-12T07:00:00Z,2020-11-12T07:00:00Z,alarm,
2020-11-12T07:27:34.860393Z,2020-11-12T07:27:34.860393Z,out of bed,
2020-11-12T07:48:58.679480Z,2020-11-12T07:48:58.679480Z,drink,with breakfast
2020-11-12T09:50:15.894099Z,2020-11-12T09:50:15.894099Z,caffeine,
2020-11-12T10:49:23.663053Z,2020-11-12T10:49:23.663053Z,meal,lunch
2020-11-12T15:07:35.708565Z,2020-11-12T15:07:35.708565Z,snack,
2020-11-12T15:31:38.874591Z,2020-11-12T15:31:38.874591Z,meal,dinner
2020-11-12T18:08:56.882783Z,2020-11-12T18:08:56.882783Z,toilet,
2020-11-12T19:26:02.802644Z,2020-11-12T19:26:02.802644Z,chocolate,
2020-11-12T23:22:28.080692Z,2020-11-12T23:22:28.080692Z,lights off,
2020-11-12T23:38:09.320241Z,2020-11-12T23:38:09.320241Z,in bed,
2020-11-13T00:18:12.864806Z,2020-11-13T07:03:00Z,asleep,
2020-11-13T07:00:00Z,2020-11-13T07:00:00Z,alarm,
2020-11-13T07:25:44.851177Z,2020-11-13T07:25:44.851177Z,out of bed,
2020-11-13T07:46:57.249939Z,2020-11-13T07:46:57.249939Z,drink,with breakfast
2020-11-13T10:03:41.887739Z,2020-11-13T10:03:41.887739Z,meal,lunch
2020-11-13T12:01:17.770626Z,2020-11-13T12:01:17.770626Z,snack,
2020-11-13T14:03:44.914007Z,2020-11-13T14:03:44.914007Z,toilet,
2020-11-13T14:51:48.905647Z,2020-11-13T14:51:48.905647Z,caffeine,
2020-11-13T15:10:56.009337Z,2020-11-13T15:10:56.009337Z,meal,dinner
2020-11-13T23:31:19.385218Z,2020-11-13T23:31:19.385218Z,lights off,
2020-11-13T23:42:15.529565Z,2020-11-13T23:42:15.529565Z,in bed,
2020-11-14T02:04:35.053058Z,2020-11-14T09:26:34.396516Z,asleep,
2020-11-14T10:07:11.771682Z,2020-11-14T10:07:11.771682Z,out of bed,
2020-11-14T11:18:17.082512Z,2020-11-14T11:18:17.082512Z,meal,breakfast
2020-11-14T11:18:17.082512Z,2020-11-14T11:18:17.082512Z,drink,with breakfast
2020-11-14T13:23:29.035516Z,2020-11-14T13:23:29.035516Z,meal,lunch
2020-11-14T15:29:25.850469Z,2020-11-14T15:29:25.850469Z,snack,
2020-11-14T16:58:20.402373Z,2020-11-14T16:58:20.402373Z,chocolate,
2020-11-14T17:09:08.273052Z,2020-11-14T17:09:08.273052Z,caffeine,
2020-11-14T18:14:49.747682Z,2020-11-14T18:14:49.747682Z,meal,dinner
2020-11-14T21:39:14.306735Z,2020-11-14T21:39:14.306735Z,sleep aid,
2020-11-14T23:02:28.644965Z,2020-11-14T23:02:28.644965Z,in bed,
2020-11-14T23:02:28.644965Z,2020-11-14T23:02:28.644965Z,toilet,
2020-11-14T23:10:05.566374Z,2020-11-14T23:10:05.566374Z,lights off,
2020-11-15T00:06:59.206741Z,2020-11-15T09:38:47.985435Z,asleep,
2020-11-15T10:10:49.127155Z,2020-11-15T10:10:49.127155Z,out of bed,
2020-11-15T10:36:22.544090Z,2020-11-15T10:36:22.544090Z,meal,breakfast
2020-11-15T10:36:22.544090Z,2020-11-15T10:36:22.544090Z,drink,with breakfast
2020-11-15T12:37:42.733612Z,2020-11-15T12:37:42.733612Z,caffeine,
2020-11-15T13:16:29.763051Z,2020-11-15T13:16:29.763051Z,meal,lunch
2020-11-15T15:01:32.125658Z,2020-11-15T15:01:32.125658Z,chocolate,
2020-11-15T18:38:31.279131Z,2020-11-15T18:38:31.279131Z,toilet,
2020-11-15T18:55:13.189245Z,2020-11-15T18:55:13.189245Z,meal,dinner
2020-11-15T20:15:16.825798Z,2020-11-15T20:15:16.825798Z,snack,
2020-11-16T00:35:41.595074Z,2020-11-16T00:35:41.595074Z,lights off,
2020-11-16T00:58:31.368119Z,2020-11-16T00:58:31.368119Z,in bed,
2020-11-16T01:02:03.706800Z,2020-11-16T07:03:00Z,asleep,
2020-11-16T07:00:00Z,2020-11-16T07:00:00Z,alarm,
2020-11-16T07:34:22.654034Z,2020-11-16T07:34:22.654034Z,out of bed,
2020-11-16T08:17:09.129564Z,2020-11-16T08:17:09.129564Z,meal,breakfast
2020-11-16T08:17:09.129564Z,2020-11-16T08:17:09.129564Z,drink,with breakfast
2020-11-16T11:00:52.508329Z,2020-11-16T11:00:52.508329Z,meal,lunch
2020-11-16T12:57:08.069746Z,2020-11-16T12:57:08.069746Z,caffeine,
2020-11-16T14:17:08.494116Z,2020-11-16T14:17:08.494116Z,meal,dinner
2020-11-16T16:02:50.214464Z,2020-11-16T16:02:50.214464Z,chocolate,
2020-11-16T17:02:45.151196Z,2020-11-16T17:02:45.151196Z,toilet,
2020-11-16T19:20:25.803921Z,2020-11-16T19:20:25.803921Z,snack,
2020-11-16T23:04:18.888596Z,2020-11-16T23:04:18.888596Z,sleep aid,
2020-11-17T00:06:28.539942Z,2020-11-17T00:06:28.539942Z,in bed,
2020-11-17T00:12:18.975804Z,2020-11-17T00:12:18.975804Z,lights off,
2020-11-17T00:33:22.809715Z,2020-11-17T07:03:00Z,asleep,
2020-11-17T07:00:00Z,2020-11-17T07:00:00Z,alarm,
2020-11-17T07:51:39.386705Z,2020-11-17T07:51:39.386705Z,out of bed,
2020-11-17T08:35:41.076101Z,2020-11-17T08:35:41.076101Z,meal,breakfast
2020-11-17T08:35:41.076101Z,2020-11-17T08:35:41.076101Z,drink,with breakfast
2020-11-17T10:36:09.062751Z,2020-11-17T10:36:09.062751Z,chocolate,
2020-11-17T11:50:39.289056Z,2020-11-17T11:50:39.289056Z,meal,lunch
2020-11-17T13:13:44.317309Z,2020-11-17T13:13:44.317309Z,caffeine,
2020-11-17T15:29:42.282813Z,2020-11-17T15:29:42.282813Z,snack,
2020-11-17T16:28:46.041909Z,2020-11-17T16:28:46.041909Z,meal,dinner
2020-11-17T22:56:47.701756Z,2020-11-17T22:56:47.701756Z,sleep aid,
2020-11-17T23:43:30.686398Z,2020-11-17T23:43:30.686398Z,lights off,
2020-11-17T23:48:12.811251Z,2020-11-17T23:48:12.811251Z,in bed,
2020-11-18T00:03:17.083991Z,2020-11-18T07:03:00Z,asleep,
2020-11-18T07:00:00Z,2020-11-18T07:00:00Z,alarm,
2020-11-18T07:45:26.263179Z,2020-11-18T07:45:26.263179Z,out of bed,
2020-11-18T07:50:26.263179Z,2020-11-18T07:50:26.263179Z,meal,breakfast
2020-11-18T07:50:26.263179Z,2020-11-18T07:50:26.263179Z,drink,with breakfast
2020-11-18T10:44:49.569530Z,2020-11-18T10:44:49.569530Z,meal,lunch
2020-11-18T11:47:14.882518Z,2020-11-18T11:47:14.882518Z,caffeine,
2020-11-18T13:46:34.079770Z,2020-11-18T13:46:34.079770Z,chocolate,
2020-11-18T16:09:07.784975Z,2020-11-18T16:09:07.784975Z,meal,dinner
2020-11-18T16:32:58.232533Z,2020-11-18T16:32:58.232533Z,snack,
2020-11-18T23:10:58.063131Z,2020-11-18T23:10:58.063131Z,lights off,
2020-11-18T23:35:01.248933Z,2020-11-18T23:35:01.248933Z,in bed,
2020-11-19T00:32:42.910483Z,2020-11-19T07:03:00Z,asleep,
2020-11-19T07:00:00Z,2020-11-19T07:00:00Z,alarm,
2020-11-19T08:14:21.183437Z,2020-11-19T08:14:21.183437Z,out of bed,
2020-11-19T08:39:51.124149Z,2020-11-19T08:39:51.124149Z,meal,breakfast
2020-11-19T08:39:51.124149Z,2020-11-19T08:39:51.124149Z,drink,with breakfast
2020-11-19T10:01:52.190158Z,2020-11-19T10:01:52.190158Z,caffeine,
2020-11-19T11:29:07.968585Z,2020-11-19T11:29:07.968585Z,snack,
2020-11-19T11:45:43.698347Z,2020-11-19T11:45:43.698347Z,chocolate,
2020-11-19T15:25:49.105751Z,2020-11-19T15:25:49.105751Z,toilet,
2020-11-19T15:34:25.422096Z,2020-11-19T15:34:25.422096Z,meal,dinner
2020-11-20T00:00:19.123242Z,2020-11-20T00:00:19.123242Z,sleep aid,
2020-11-20T00:48:36.254452Z,2020-11-20T00:48:36.254452Z,in bed,
2020-11-20T00:48:53.425725Z,2020-11-20T00:48:53.425725Z,lights off,
2020-11-20T02:06:42.650616Z,2020-11-20T07:03:00Z,asleep,
2020-11-20T07:00:00Z,2020-11-20T07:00:00Z,alarm,
2020-11-20T07:31:26.483568Z,2020-11-20T07:31:26.483568Z,out of bed,
2020-11-20T08:01:45.517699Z,2020-11-20T08:01:45.517699Z,drink,with breakfast
2020-11-20T10:56:07.845771Z,2020-11-20T10:56:07.845771Z,chocolate,
2020-11-20T11:05:32.363855Z,2020-11-20T11:05:32.363855Z,meal,lunch
2020-11-20T14:54:26.567385Z,2020-11-20T14:54:26.567385Z,meal,dinner
2020-11-20T18:07:07.769168Z,2020-11-20T18:07:07.769168Z,snack,
2020-11-20T18:07:09.632008Z,2020-11-20T18:07:09.632008Z,caffeine,
2020-11-21T00:37:36.964626Z,2020-11-21T00:37:36.964626Z,lights off,
2020-11-21T01:01:45.473624Z,2020-11-21T01:01:45.473624Z,in bed,
2020-11-21T01:44:49.626530Z,2020-11-21T09:47:17.368762Z,asleep,
2020-11-21T06:06:01.721050Z,2020-11-21T06:06:01.721050Z,night noise,
2020-11-21T10:16:14.972997Z,2020-11-21T10:16:14.972997Z,out of bed,
2020-11-21T10:39:38.615429Z,2020-11-21T10:39:38.615429Z,meal,breakfast
